Index;Title;HtmlCode
274;"Su ali d'aquila";"<p class=""nome-canto"">274 Su ali d'aquila</p><p class=""canto-testo"">1. Tu che abiti al riparo del Signore</br>e che dimori alla sua ombra.</br>Di' al Signore: 'Mio rifugio.</br>Mia roccia in cui confido.'</p><p class=""canto-ritornello"">E ti rialzerà,</br>ti solleverà, su ali d'aquila,</br>ti reggerà sulla brezza dell'alba</br>ti farà brillar, come il sole.</br>Così nelle sue mani vivrai.</p><p class=""canto-testo"">2. Dal laccio del cacciatore ti libererà</br>e dalla carestia che distrugge.</br>Poi ti coprirà con le sue ali</br>e rifugio troverai.</p><p class=""canto-ritornello"">E ti rialzerà,</br>ti solleverà, su ali d'aquila,</br>ti reggerà sulla brezza dell'alba</br>ti farà brillar, come il sole.</br>Così nelle sue mani vivrai.</p><p class=""canto-testo"">3. Non devi temere i terrori della notte,</br>né freccia che vola di giorno.</br>Mille cadranno al tuo fianco,</br>ma nulla ti colpirà.</p><p class=""canto-ritornello"">E ti rialzerà,</br>ti solleverà, su ali d'aquila,</br>ti reggerà sulla brezza dell'alba</br>ti farà brillar, come il sole.</br>Così nelle sue mani vivrai.</p><p class=""canto-testo"">4. Perché ai suoi angeli ha dato un comando:</br>di preservarti in tutte le tue vie.</br>Ti porteranno sulle loro mani,</br>contro la pietra non inciamperai.</p><p class=""canto-ritornello"">E ti rialzerò,</br>ti solleverò su ali d'aquila,</br>ti reggerò, sulla brezza dell'alba</br>ti farò brillar, come il sole.</br>Così nelle mie mani vivrai.</p>"
275;"Svegliati Sion";"<p class=""nome-canto"">275 Svegliati Sion</p><p class=""canto-ritornello"">Svegliati, svegliati o Sion,</br>metti le vesti più belle.</br>Scuoti la polvere ed alzati</br>santa Gerusalemme.</p><p class=""canto-testo"">1. Ecco ti tolgo di mano il calice della vertigine.</br>La coppa della mia ira, tu non berrai più.</p><p class=""canto-ritornello"">Svegliati, svegliati o Sion,</br>metti le vesti più belle.</br>Scuoti la polvere ed alzati</br>santa Gerusalemme.</p><p class=""canto-testo"">2. Sciogli dal collo i legami e leva al cielo i tuoi occhi.</br>Schiava, figlia di Sion, io ti libererò.</p><p class=""canto-ritornello"">Svegliati, svegliati o Sion,</br>metti le vesti più belle.</br>Scuoti la polvere ed alzati</br>santa Gerusalemme.</p><p class=""canto-testo"">3. Come sono belli sui monti, i piedi del messaggero.</br>Colui che annunzia la pace è messaggero di bene.</p><p class=""canto-ritornello"">Svegliati, svegliati o Sion,</br>metti le vesti più belle.</br>Scuoti la polvere ed alzati</br>santa Gerusalemme.</br>Santa Gerusalemme.</br>Santa Gerusalem.</p>"
276;"T'adoriam ostia divina";"<p class=""nome-canto"">276 T'adoriam ostia divina</p><p class=""canto-ritornello"">T'adoriam, ostia divina. T'adoriam, ostia d'amor.</p><p class=""canto-testo"">1. Tu dell'angelo il sospiro, Tu dell'uomo sei l'onor.</p><p class=""canto-ritornello"">T'adoriam, ostia divina. T'adoriam, ostia d'amor.</p><p class=""canto-testo"">2. Tu dei forti la dolcezza, Tu dei deboli il vigor.</p><p class=""canto-ritornello"">T'adoriam, ostia divina. T'adoriam, ostia d'amor.</p><p class=""canto-testo"">3. Tu salute dei viventi, Tu speranza di chi muor.</p><p class=""canto-ritornello"">T'adoriam, ostia divina. T'adoriam, ostia d'amor.</p><p class=""canto-testo"">4. Ti conosca il mondo e t'ami: Tu la gioia d'ogni cuor.</p><p class=""canto-ritornello"">T'adoriam, ostia divina. T'adoriam, ostia d'amor.</p><p class=""canto-testo"">5. Ave, o Dio nascosto e grande, Tu dei secoli il Signor.</p><p class=""canto-ritornello"">T'adoriam, ostia divina. T'adoriam, ostia d'amor.</p>"
277;"Te al centro del mio cuore";"<p class=""nome-canto"">277 Te al centro del mio cuore</p><p class=""canto-testo"">1. Ho bisogno d'incontrarti nel mio cuore,</br>di trovare Te, di stare insieme a Te:</br>unico riferimento del mio andare,</br>unica ragione Tu, unico sostegno Tu.</br>Al centro del mio cuore ci sei solo Tu.</p><p class=""canto-testo"">2. Anche il cielo gira intorno e non ha pace,</br>ma c'è un punto fermo, è quella stella là.</br>La stella polare è fissa ed è la sola,</br>la stella polare Tu, la stella sicura Tu.</br>Al centro del mio cuore ci sei solo Tu.</p><p class=""canto-ritornello"">Tutto ruota attorno a Te, in funzione di Te</br>e poi non importa il 'come', il 'dove' e il 'se'.</p><p class=""canto-testo"">3. Che Tu splenda sempre al centro del mio cuore,</br>il significato allora sarai Tu,</br>quello che farò sarà soltanto amore.</br>Unico sostegno Tu, la stella polare Tu.</br>Al centro del mio cuore ci sei solo Tu.</p><p class=""canto-ritornello"">Tutto ruota attorno a Te, in funzione di Te</br>e poi non importa il 'come', il 'dove' e il 'se'.</p>"
278;"Te lodiamo Trinità";"<p class=""nome-canto"">278 Te lodiamo Trinità</p><p class=""canto-testo"">1. Te lodiamo, Trinità; nostro Dio, ti adoriamo;</br>Padre dell'umanità, la tua gloria proclamiamo.</p><p class=""canto-ritornello"">Te lodiamo, Trinità, per l'immensa tua bontà.</p><p class=""canto-testo"">2. Tutto il mondo annuncia Te: Tu lo hai fatto come un segno.</br>Ogni uomo porta in sé, il sigillo del tuo regno.</p><p class=""canto-ritornello"">Te lodiamo, Trinità, per l'immensa tua bontà.</p><p class=""canto-testo"">3. Noi crediamo solo in Te, nostro Padre e creatore;</br>noi speriamo solo in Te, Gesù Cristo, Salvatore.</p><p class=""canto-ritornello"">Te lodiamo, Trinità, per l'immensa tua bontà.</p><p class=""canto-testo"">4. Infinita carità, Santo Spirito d'amore,</br>luce, pace e verità, regna sempre nel mio cuore.</p><p class=""canto-ritornello"">Te lodiamo, Trinità, per l'immensa tua bontà.</p>"
279;"Terra tutta dà lode a Dio";"<p class=""nome-canto"">279 Terra tutta dà lode a Dio</p><p class=""canto-ritornello"">Terra tutta, dà lode a Dio:</br>canta il tuo Signor.</p><p class=""canto-testo"">1. Servite Dio nell'allegrezza;</br>con canti di gioia andate a Lui.</p><p class=""canto-ritornello"">Terra tutta, dà lode a Dio:</br>canta il tuo Signor.</p><p class=""canto-testo"">2. Poiché il Signor è nostro Dio;</br>da Lui siam creati e siamo suoi.</p><p class=""canto-ritornello"">Terra tutta, dà lode a Dio:</br>canta il tuo Signor.</p><p class=""canto-testo"">3. Noi siamo il gregge che Egli pasce,</br>il popolo suo: gloria al Signor.</p><p class=""canto-ritornello"">Terra tutta, dà lode a Dio:</br>canta il tuo Signor.</p><p class=""canto-testo"">4. La sua bontà dura in eterno,</br>la sua fedeltà giammai finirà.</p><p class=""canto-ritornello"">Terra tutta, dà lode a Dio:</br>canta il tuo Signor.</p><p class=""canto-testo"">5. Gloria al Signor, Padre e Figlio</br>e Spirito Santo. Lode al Signor!</p><p class=""canto-ritornello"">Terra tutta, dà lode a Dio:</br>canta il tuo Signor.</p><p class=""canto-testo"">6. Sorgi dai morti, o Tu che dormi,</br>e Cristo Signor t'illuminerà.</p><p class=""canto-ritornello"">Terra tutta, dà lode a Dio:</br>canta il tuo Signor.</p><p class=""canto-testo"">7. Egli è il sole di resurrezione,</br>che con i suoi raggi dona la vita.</p><p class=""canto-ritornello"">Terra tutta, dà lode a Dio:</br>canta il tuo Signor.</p>"
280;"Ti offro";"<p class=""nome-canto"">280 Ti offro</p><p class=""canto-ritornello"">Cosa posso dare a Te che Tu non hai, o mio Signor.</br>Io poca cosa e Tu l'immensità e la bontà.</p><p class=""canto-testo"">1. Ti offro Signor, questi miei occhi,</br>ti offro Signor, questa mia voce,</br>ti offro Signor, queste mie mani.</p><p class=""canto-ritornello"">Cosa posso dare a Te che Tu non hai, o mio Signor.</br>Io poca cosa e Tu l'immensità e la bontà.</p><p class=""canto-testo"">2. Ti offro Signor, i miei affanni,</br>ti offro Signor, i miei pensieri,</br>ti offro Signor, le umiliazioni.</p><p class=""canto-ritornello"">Cosa posso dare a Te che Tu non hai, o mio Signor.</br>Io poca cosa e Tu l'immensità e la bontà.</p><p class=""canto-testo"">3. Ti offro Signor, il mio timore,</br>ti offro Signor, il mio rispetto,</br>ti offro Signor, tutto il mio amore.</p><p class=""canto-ritornello"">Cosa posso dare a Te che Tu non hai, o mio Signor.</br>Io poca cosa e Tu l'immensità e la bontà.</p>"
281;"Ti ringrazio";"<p class=""nome-canto"">281 Ti ringrazio</p><p class=""canto-testo"">1. Ti ringrazio, o mio Signore,</br>per le cose che sono nel mondo,</br>per la vita che Tu ci hai donato,</br>per l'amore che Tu nutri per me.</p><p class=""canto-ritornello"">Alleluia, o mio Signore!</br>Alleluia, o Dio del cielo!</br>Alleluia, o mio Signore!</br>Alleluia, o Dio del cielo!</p><p class=""canto-testo"">2. Quando il cielo si vela d'azzurro</br>io ti penso e Tu vieni a me.</br>Non lasciarmi vagare nel buio,</br>nelle tenebre che la vita ci dà.</p><p class=""canto-ritornello"">Alleluia, o mio Signore!</br>Alleluia, o Dio del cielo!</br>Alleluia, o mio Signore!</br>Alleluia, o Dio del cielo!</p><p class=""canto-testo"">3. Come il pane che abbiamo spezzato,</br>era sparso in grano sui colli,</br>così unisci noi sparsi nel mondo,</br>in un Corpo che sia solo per Te.</p><p class=""canto-ritornello"">Alleluia, o mio Signore!</br>Alleluia, o Dio del cielo!</br>Alleluia, o mio Signore!</br>Alleluia, o Dio del cielo!</p><p class=""canto-testo"">4. Quell'amore che unisce Te al Padre,</br>sia la forza che unisce i fratelli;</br>ed il mondo conosca la pace:</br>Tu la gioia, regni sempre tra noi.</p><p class=""canto-ritornello"">Alleluia, o mio Signore!</br>Alleluia, o Dio del cielo!</br>Alleluia, o mio Signore!</br>Alleluia, o Dio del cielo!</p>"
282;"Ti ringrazio mio Signore";"<p class=""nome-canto"">282 Ti ringrazio mio Signore</p><p class=""canto-testo"">1. Amatevi l'un altro come Lui ha amato noi</br>e siate per sempre suoi amici.</br>E quello che farete al più piccolo tra voi</br>credete: l'avrete fatto a Lui.</p><p class=""canto-ritornello"">Ti ringrazio mio Signore non ho più paura,</br>perché con la mia mano nella mano degli amici miei</br>cammino tra la gente della mia città,</br>e non mi sento più solo.</br>Non sento la stanchezza e guardo dritto avanti a me</br>perché sulla mia strada ci sei Tu.</p><p class=""canto-testo"">2. Se amate veramente perdonatevi fra voi,</br>nel cuore di ognuno ci sia pace.</br>Il Padre che è nei cieli vede tutti i figli suoi.</br>Con gioia a voi perdonerà.</p><p class=""canto-ritornello"">Ti ringrazio mio Signore non ho più paura,</br>perché con la mia mano nella mano degli amici miei</br>cammino tra la gente della mia città,</br>e non mi sento più solo.</br>Non sento la stanchezza e guardo dritto avanti a me</br>perché sulla mia strada ci sei Tu.</p><p class=""canto-testo"">3. Sarete suoi amici se vi amate fra di voi,</br>e questo è tutto il suo vangelo.</br>L'amore non ha prezzo, non misura ciò che dà,</br>l'amore confini non ne ha.</p><p class=""canto-ritornello"">Ti ringrazio mio Signore non ho più paura,</br>perché con la mia mano nella mano degli amici miei</br>cammino tra la gente della mia città,</br>e non mi sento più solo.</br>Non sento la stanchezza e guardo dritto avanti a me</br>perché sulla mia strada ci sei Tu.</p>"
283;"Ti seguirò";"<p class=""nome-canto"">283 Ti seguirò</p><p class=""canto-ritornello"">Ti seguirò, ti seguirò, o Signore,</br>e nella tua strada camminerò.</p><p class=""canto-testo"">1. Ti seguirò nella via dell'amore e donerò al mondo la vita.</p><p class=""canto-ritornello"">Ti seguirò, ti seguirò, o Signore,</br>e nella tua strada camminerò.</p><p class=""canto-testo"">2. Ti seguirò nella via del dolore e la tua croce ci salverà.</p><p class=""canto-ritornello"">Ti seguirò, ti seguirò, o Signore,</br>e nella tua strada camminerò.</p><p class=""canto-testo"">3. Ti seguirò nella via della gioia e la tua luce ci guiderà.</p><p class=""canto-ritornello"">Ti seguirò, ti seguirò, o Signore,</br>e nella tua strada camminerò.</p>"
284;"Trisaghion (tre volte Santo)";"<p class=""nome-canto"">284 Trisaghion (tre volte Santo)</p><p class=""canto-testo"">1. Vidi il Signore nel suo tempio,</br>assiso nella sua gloria,</br>i lembi del suo manto riempivano il tempio,</br>ed intorno a Lui i serafini proclamavano l'un l'altro:</p><p class=""canto-ritornello"">Santo, Santo, Santo il Signore degli eserciti,</br>tutta la terra è piena della sua gloria.</p><p class=""canto-testo"">2. Vibravano le porte a quella voce,</br>e la nube riempiva il tempio,</br>mentre la loro voce proclamava:</p><p class=""canto-ritornello"">Santo, Santo, Santo il Signore degli eserciti,</br>tutta la terra è piena della sua gloria.</p><p class=""canto-testo"">3. Innalziamo anche noi la nostra lode,</br>alla Trinità che dona la vita</br>ed insieme agli angeli proclamiamo a Dio:</p><p class=""canto-ritornello"">Santo, Santo, Santo il Signore degli eserciti,</br>tutta la terra è piena della sua gloria.</p><p class=""canto-testo"">Alleluia, alleluia, alleluia. Amen.</p>"
285;"Tu fonte viva";"<p class=""nome-canto"">285 Tu fonte viva</p><p class=""canto-testo"">1. Tu, fonte viva: chi ha sete, beva!</br>Fratello buono, che rinfranchi il passo:</br>nessuno è solo se Tu lo sorreggi,</br>grande Signore!</p><p class=""canto-testo"">2. Tu, pane vivo: chi ha fame, venga!</br>Se Tu lo accogli, entrerà nel Regno:</br>sei Tu la luce per l'eterna festa,</br>grande Signore!</p><p class=""canto-testo"">3. Tu, segno vivo: chi ti cerca, veda!</br>Una dimora troverà con gioia:</br>dentro l'aspetti, Tu sarai l'amico,</br>grande Signore!</p>"
286;"Tu mi hai sedotto";"<p class=""nome-canto"">286 Tu mi hai sedotto</p><p class=""canto-testo"">Tu mi hai sedotto, o mio Signore, mio Dio.</br>Ed io mi sono lasciato sedurre da Te.</br>Tu mi hai vinto, mi hai fatto violenza,</br>sono divenuto motivo continuo di scherno;</br>giorno dopo giorno tutti si beffano di me.</p><p class=""canto-testo"">Poiché ogni volta che parlo e grido - <em>Ma il Signore</em></br>devo denunciare ad alta voce - <em>è accanto a me,</em> </br>violenza, rapina, ed oppressione, - <em>come</em> </br>sì che la parola del Signore - <em>un eroe forte.</em> </br>è divenuta per me un motivo - <em>Ma il Signore</em> </br>di grande scherno e di vergogna. - <em>è accanto a me,</em> </br>'Son fatto oggetto di dileggio.' - <em>come</em> </br>Pensavo tra me: - <em>un eroe forte.</em></p><p class=""canto-testo"">'Non lo proclamerò, né parlerò più in nome suo.'</br>Ma allora sentivo nel mio cuore un fuoco.</br>Racchiuso in me, come ardente fuoco,</br>divorante fuoco, dentro le mie ossa;</br>volevo contenerlo, ma non ho potuto.</p><p class=""canto-testo"">Ed io sentivo l'oltraggio di molti, - <em>Ma il Signore</em></br>che spargevano terrore all'intorno! - <em>è accanto a me,</em></br>'Denunciatelo, lo denunceremo!' - <em>come</em> </br>I miei stessi amici attendevano me. - <em>un eroe forte.</em></br>La mia caduta - <em>Ma il Signore</em> </br>per vincermi - <em>è accanto a me,</em> </br>e vendicarsi - <em>come</em> </br>di me. - <em>un eroe forte.</em></p><p class=""canto-testo"">I miei persecutori non vinceranno, - <em>Signore delle schiere,</em> </br>confusi resteranno, non prevarranno; - <em>Tu che provi il giusto,</em> </br>la loro onta resta per sempre, - <em>che vedi i reni</em> </br>incancellabile vergogna resterà. - <em>ed il cuore.</em> </br>Possa io vedere la tua vendetta, - <em>Tu hai salvato</em> </br>sopra di loro, poiché nelle tue mani - <em>la vita del povero</em> </br>ho affidato l'anima mia. - <em>dalle mani</em> </br>Cantate al Signore, lodate il Signore. - <em>del reo.</em></p><p class=""canto-testo"">Cantate al Signore, - <em>Signore delle schiere,</em> </br>lodate il Signore. - <em>Tu che provi il giusto,</em> </br>Cantate al Signore, - <em>che vedi i reni,</em> </br>lodate il Signore. - <em>ed il cuore.</em> </br>Cantate al Signore, - <em>Tu hai salvato</em> </br>lodate il Signore. - <em>la vita del povero</em> </br>Cantate al Signore, - <em>dalle mani</em> </br>lodate il Signore. - <em>del reo.</em> </p>"
287;"Tu quando verrai";"<p class=""nome-canto"">287 Tu quando verrai</p><p class=""canto-testo"">1. Tu quando verrai, Signore Gesù,</br>quel giorno sarai un sole per noi.</br>Un libero canto da noi nascerà</br>e come una danza il cielo sarà.</p><p class=""canto-testo"">2. Tu, quando verrai, Signore Gesù,</br>insieme vorrai far festa con noi.</br>E senza tramonto la festa sarà,</br>perché finalmente saremo con Te.</p><p class=""canto-testo"">3. Tu, quando verrai, Signore Gesù,</br>per sempre dirai: 'Gioite con Me!'</br>Noi ora sappiamo che il regno verrà:</br>nel breve passaggio viviamo di Te.</p>"
288;"Tu sarai profeta";"<p class=""nome-canto"">288 Tu sarai profeta</p><p class=""canto-testo"">1. Una luce che rischiara, una lampada che arde,</br>una voce che proclama la Parola di salvezza.</p><p class=""canto-testo"">2. Precursore nella gioia, precursore nel dolore,</br>Tu che sveli nel perdono, l'annunzio di misericordia.</p><p class=""canto-ritornello"">Tu sarai profeta di salvezza,</br>fino ai confini della terra,</br>porterai la mia Parola,</br>risplenderai della mia luce.</p><p class=""canto-testo"">3. Forte amico dello Sposo, che gioisci alla sua voce,</br>Tu cammini per il mondo, per precedere il Signore.</p><p class=""canto-testo"">4. Stenderò la mia mano e porrò sulla tua bocca,</br>la potente mia Parola che convertirà il mondo.</p><p class=""canto-ritornello"">Tu sarai profeta di salvezza,</br>fino ai confini della terra,</br>porterai la mia Parola,</br>risplenderai della mia luce.</p>"
289;"Tu scendi dalle stelle";"<p class=""nome-canto"">289 Tu scendi dalle stelle</p><p class=""canto-testo"">1. Tu scendi dalle stelle, o re del cielo,</br>e vieni in una grotta al freddo e al gelo,</br>e vieni in una grotta al freddo e al gelo.</br>O bambino mio divino, io ti vedo qui a tremar.</br>O Dio beato! Ah, quanto ti costò l'avermi amato!</br>Ah, quanto ti costò l'avermi amato!</p><p class=""canto-testo"">2. A Te, che sei del mondo il creatore,</br>mancano panni e fuoco, o mio Signore,</br>mancano panni e fuoco, o mio Signore.</br>Caro eletto, pargoletto, quanto questa povertà,</br>più m'innamora: giacché ti fece amor povero ancora,</br>giacché ti fece amor povero ancora.</p>"
290;"Tu sei la mia vita (Symbolum '77)";"<p class=""nome-canto"">290 Tu sei la mia vita (Symbolum '77)</p><p class=""canto-testo"">1. Tu sei la mia vita, altro io non ho.</br>Tu sei la mia strada, la mia verità.</br>Nella tua parola io camminerò,</br>finché avrò respiro fino a quando Tu vorrai.</br>Non avrò paura sai se Tu sei con me.</br>Io ti prego resta con me.</p><p class=""canto-testo"">2. Credo in Te Signore, nato da Maria.</br>Figlio eterno e Santo, uomo come noi.</br>Morto per amore, vivo in mezzo a noi.</br>Una cosa sola con il Padre e con in tuoi.</br>Fino a quando, io lo so, Tu ritornerai,</br>per aprirci il regno di Dio.</p><p class=""canto-testo"">3. Tu sei la mia forza, altro io non ho.</br>Tu sei la mia pace, la mia libertà.</br>Niente nella vita ci separerà.</br>So che la tua mano forte non mi lascerà.</br>So che da ogni male Tu mi libererai.</br>E nel tuo perdono vivrò.</p><p class=""canto-testo"">4. Padre della vita, noi crediamo in Te.</br>Figlio Salvatore, noi speriamo in Te.</br>Spirito d'amore, vieni in mezzo a noi.</br>Tu da mille strade ci raduni in unità.</br>E per mille strade poi, dove Tu vorrai,</br>noi saremo il seme di Dio.</p>"
291;"Tu sei Santo, Tu sei re";"<p class=""nome-canto"">291 Tu sei Santo, Tu sei re</p><p class=""canto-ritornello"">Tu sei Santo, Tu sei re,</br>Tu sei Santo, Tu sei re,</br>Tu sei Santo, Tu sei re. (2 volte)</p><p class=""canto-testo"">Lo confesso con il cuor,</br>lo professo a Te Signor,</br>quando canto lode a Te</br>sempre io ti cercherò,</br>Tu sei tutto ciò che ho,</br>oggi io ritorno a Te.</br>Io mi getto in Te Signor,</br>stretto fra le braccia tue</br>voglio vivere con Te</br>e ricevo il tuo perdono,</br>la dolcezza del tuo amor,</br>Tu non mi abbandoni mai Gesù.</p><p class=""canto-ritornello"">Tu sei Santo, Tu sei re,</br>Tu sei Santo, Tu sei re,</br>Tu sei Santo, Tu sei re. (2 volte)</p>"
292;"Tu sei vivo fuoco";"<p class=""nome-canto"">292 Tu sei vivo fuoco</p><p class=""canto-testo"">1. Tu sei vivo fuoco, che trionfi a sera,</br>del mio giorno sei la brace.</br>Ecco già rosseggia, di bellezza eterna,</br>questo giorno che si spegne.</br>Se con Te, come vuoi, l'anima riscaldo,</br>sono nella pace.</p><p class=""canto-testo"">2. Tu sei fresca nube, che ristori a sera,</br>del mio giorno sei rugiada.</br>Ecco, già rinasce, di freschezza eterna,</br>questo giorno che sfiorisce.</br>Se con Te, come vuoi, cerco la sorgente,</br>sono nella pace.</p><p class=""canto-testo"">3. Tu sei l'orizzonte, che s'allarga a sera,</br>del mio giorno sei dimora.</br>Ecco già riposa, in ampiezza eterna,</br>questo giorno che si chiude.</br>Se con Te, come vuoi, m'avvicino a casa,</br>sono nella pace.</p><p class=""canto-testo"">4. Tu sei voce amica, che mi parli a sera,</br>del mio giorno sei conforto.</br>Ecco, già risuona, d'allegrezza eterna,</br>questo giorno che ammutisce.</br>Se con Te, come vuoi, cerco la Parola,</br>sono nella pace.</p><p class=""canto-testo"">5. Tu sei sposo ardente, che ritorni a sera,</br>del mio giorno sei l'abbraccio.</br>Ecco, già esulta, di ebbrezza eterna,</br>questo giorno che sospira.</br>Se con Te, come vuoi, mi consumo amando</br>sono nella pace.</p>"
293;"Tutta la terra canti a Dio";"<p class=""nome-canto"">293 Tutta la terra canti a Dio</p><p class=""canto-testo"">1. Tutta la terra canti a Dio, lodi la sua maestà!</br>Canti la gloria del suo nome: grande, sublime santità!</br>Dicano tutte le nazioni: non c'è nessuno uguale a Te!</br>Sono stupendi i tuoi prodigi, nell'universo Tu sei Re!</p><p class=""canto-testo"">2. Tu solo compi meraviglie con l'infinita tua virtù.</br>Guidi il tuo popolo redento dalla sua triste schiavitù.</br>Sì, Tu lo provi con il fuoco e vagli la sua fedeltà;</br>ma esso sa di respirare nella tua immensa carità.</p><p class=""canto-testo"">3. Sii benedetto, eterno Dio; non mi respingere da Te.</br>Tendi l'orecchio alla mia voce, venga la grazia e resti in me.</br>Sempre ti voglio celebrare, fin che respiro mi darai.</br>Nella dimora dei tuoi santi spero che Tu mi accoglierai.</p>"
294;"Tutti gli angeli del cielo";"<p class=""nome-canto"">294 Tutti gli angeli del cielo</p><p class=""canto-testo"">1. Tutti gli angeli del cielo cantan: 'Gloria al nuovo re!'</br>Ecco che in Betlemme or viene e dona al mondo nuova spè.</p><p class=""canto-ritornello"">'Alleluia' in terra si ode, e degli angeli la lode:</br>cielo e terra come allor, cantano: 'Gloria al redentor!'</br>L'universo canta ancor, queste lodi al Signor:</br>'Gloria in excelsis Deo! Gloria in excelsis Deo!'</p><p class=""canto-testo"">2. Generato in cielo, Cristo da una vergine fiorì:</br>nella stalla, là nel fieno, dolce bimbo, s'addormì.</p><p class=""canto-ritornello"">'Alleluia' in terra si ode, e degli angeli la lode:</br>cielo e terra come allor, cantano: 'Gloria al redentor!'</br>L'universo canta ancor, queste lodi al Signor:</br>'Gloria in excelsis Deo! Gloria in excelsis Deo!'</p><p class=""canto-testo"">3. Ecco il Cristo, re glorioso, ecco il sole di virtù:</br>Egli nasce per salvarci, vincerà la schiavitù.</p><p class=""canto-ritornello"">'Alleluia' in terra si ode, e degli angeli la lode:</br>cielo e terra come allor, cantano: 'Gloria al redentor!'</br>L'universo canta ancor, queste lodi al Signor:</br>'Gloria in excelsis Deo! Gloria in excelsis Deo!'</p>"
295;"Tutto il mondo deve sapere";"<p class=""nome-canto"">295 Tutto il mondo deve sapere</p><p class=""canto-ritornello"">Alleluia, alleluia, alleluia.</br>Alleluia, alleluia, alleluia.</p><p class=""canto-testo"">1. Come potrò raccontare?</br>È una gioia che fa piangere e fa gridare:</br>io l'ho visto con i miei occhi, era vivo, era Lui.</br>E m'ha chiamata per nome:</br>era la sua voce, era il mio Signore!</br>Io l'ho visto con i miei occhi, era lì davanti a me.</p><p class=""canto-ritornello"">Alleluia, alleluia, alleluia.</br>Alleluia, alleluia, alleluia.</p><p class=""canto-testo"">2. Gli angeli ci hanno parlato</br>davanti a quel sepolocro spalancato:</br>'Donne, il Signore è risorto; non cercatelo qui.'</br>Che corsa senza respiro</br>per gridare a tutti di quel mattino:</br>tutto il mondo deve sapere che è rimasto qui tra noi.</p><p class=""canto-ritornello"">Alleluia, alleluia, alleluia.</br>Alleluia, alleluia, alleluia.</p><p class=""canto-testo"">3. Alba di un tempo diverso:</br>è il mattino dei mattini per l'universo.</br>Tutto già profuma d'eterno, c'è il Risorto fra noi.</br>E le sue piaghe e la gloria</br>sono vive dentro la nostra storia,</br>segni di un amore che resta qui per sempre qui con noi.</p><p class=""canto-ritornello"">Alleluia, alleluia, alleluia.</br>Alleluia, alleluia, alleluia.</p>"
296;"Un canto nuovo canterò";"<p class=""nome-canto"">296 Un canto nuovo canterò</p><p class=""canto-testo"">1. Un canto nuovo canterò, alleluia, alleluia.</br>Al Dio dei vivi inneggerò, alleluia, alleluia.</p><p class=""canto-testo"">2. Il Salvatore non è qui, alleluia, alleluia.</br>Risorto vive, non è qui, alleluia, alleluia.</p><p class=""canto-testo"">3. La terra tutta sussultò, alleluia, alleluia.</br>Gesù la pietra rovesciò, alleluia, alleluia.</p><p class=""canto-testo"">4. In Galilea aspetterò, alleluia, alleluia.</br>In Galilea io vedrò, alleluia, alleluia.</p><p class=""canto-testo"">5. Anch'io con Te risorgerò, alleluia, alleluia.</br>Con Te la morte vincerò, alleluia, alleluia.</p><p class=""canto-testo"">6. È sera, resta con i tuoi, alleluia, alleluia.</br>Dividi il pane insieme a noi, alleluia, alleluia.</p>"
297;"Un cuore nuovo";"<p class=""nome-canto"">297 Un cuore nuovo</p><p class=""canto-ritornello"">Donaci, Signore, un cuore nuovo.</br>Poni in noi, Signor, uno spirito nuovo.</p><p class=""canto-testo"">1. 'Ecco, verranno giorni', così dice il Signore,</br>'e concluderò con la casa d'Israele una nuova alleanza.'</p><p class=""canto-ritornello"">Donaci, Signore, un cuore nuovo.</br>Poni in noi, Signor, uno spirito nuovo.</p><p class=""canto-testo"">2. 'Metterò la mia legge in loro, e la scriverò nei loro cuori.'</p><p class=""canto-ritornello"">Donaci, Signore, un cuore nuovo.</br>Poni in noi, Signor, uno spirito nuovo.</p><p class=""canto-testo"">3. 'Io sarò loro Dio, ed essi saranno mio popolo.'</p><p class=""canto-ritornello"">Donaci, Signore, un cuore nuovo.</br>Poni in noi, Signor, uno spirito nuovo.</p><p class=""canto-testo"">4. 'Io perdonerò la loro iniquità, e non ricorderò il loro peccato.'</p><p class=""canto-ritornello"">Donaci, Signore, un cuore nuovo.</br>Poni in noi, Signor, uno spirito nuovo.</p>"
