Index;Title;HtmlCode
75;"Come fuoco vivo";"<p class=""nome-canto"">75 Come fuoco vivo</p><p class=""canto-ritornello"">Come fuoco vivo si accende in noi</br>un'immensa felicità,</br>che mai più nessuno ci toglierà:</br>perché Tu sei ritornato.</br>Chi potrà tacere da ora in poi,</br>che sei Tu in cammino con noi?</br>Che la morte è vinta per sempre, che</br>ci hai ridonato la vita?</p><p class=""canto-testo"">1. Spezzi il pane davanti a noi, mentre il sole è al tramonto:</br>ora gli occhi ti vedono, sei Tu! Resta con noi.</p><p class=""canto-ritornello"">Come fuoco vivo si accende in noi</br>un'immensa felicità,</br>che mai più nessuno ci toglierà:</br>perché Tu sei ritornato.</br>Chi potrà tacere da ora in poi,</br>che sei Tu in cammino con noi?</br>Che la morte è vinta per sempre, che</br>ci hai ridonato la vita?</p><p class=""canto-testo"">2. E per sempre ti mostrerai, in quel gesto d'amore:</br>mani che ancora spezzano, pane d'eternità.</p><p class=""canto-ritornello"">Come fuoco vivo si accende in noi</br>un'immensa felicità,</br>che mai più nessuno ci toglierà:</br>perché Tu sei ritornato.</br>Chi potrà tacere da ora in poi,</br>che sei Tu in cammino con noi?</br>Che la morte è vinta per sempre, che</br>ci hai ridonato la vita?</p>"
76;"Come il cervo va all'acqua viva";"<p class=""nome-canto"">76 Come il cervo va all'acqua viva</p><p class=""canto-ritornello"">Come il cervo va all'acqua viva</br>io cerco Te ardentemente,</br>io cerco Te, mio Dio.</p><p class=""canto-testo"">1. Di Te, mio Dio, ha sete l'anima mia!</br>Il tuo volto, il tuo volto, Signore, quando vedrò? </p><p class=""canto-ritornello"">Come il cervo va all'acqua viva</br>io cerco Te ardentemente,</br>io cerco Te, mio Dio.</p><p class=""canto-testo"">2. Mi chiedono e mi tormentano:</br>'Dov'è, dov'è il tuo Dio?'</br>Ma io spero in Te: sei Tu la mia salvezza! </p><p class=""canto-ritornello"">Come il cervo va all'acqua viva</br>io cerco Te ardentemente,</br>io cerco Te, mio Dio.</p><p class=""canto-testo"">3. Il cuore mio si strugge</br>quando si ricorda della tua casa:</br>io cantavo con gioia le tue lodi. </p><p class=""canto-ritornello"">Come il cervo va all'acqua viva</br>io cerco Te ardentemente,</br>io cerco Te, mio Dio.</p><p class=""canto-testo"">4. A Te io penso e rivedo</br>quello che hai fatto per me,</br>grandi cose, Signore, mio Dio. </p><p class=""canto-ritornello"">Come il cervo va all'acqua viva</br>io cerco Te ardentemente,</br>io cerco Te, mio Dio.</p><p class=""canto-testo"">5. Ti loderò, Signore, e ti canterò il mio grazie.</br>Tu sei fresca fonte, l'acqua della mia vita. </p><p class=""canto-ritornello"">Come il cervo va all'acqua viva</br>io cerco Te ardentemente,</br>io cerco Te, mio Dio.</p>"
77;"Come il grano";"<p class=""nome-canto"">77 Come il grano</p><p class=""canto-ritornello"">O Signore, raccogli i tuoi figli:</br>nella Chiesa i dispersi raduna.</p><p class=""canto-testo"">1. Come il grano nell'ostia si fonde,</br>e diventa un solo pane,</br>come l'uva nel torchio si preme,</br>per un unico vino.</p><p class=""canto-ritornello"">O Signore, raccogli i tuoi figli:</br>nella Chiesa i dispersi raduna.</p><p class=""canto-testo"">2. Come in tutte le nostre famiglie,</br>ci riunisce l'amore</br>e i fratelli si trovano insieme</br>in un'unica mensa.</p><p class=""canto-ritornello"">O Signore, raccogli i tuoi figli:</br>nella Chiesa i dispersi raduna.</p><p class=""canto-testo"">3. Come passa la linfa vitale</br>dalla vite nei tralci,</br>come l'albero stende nel sole,</br>i festosi suoi rami.</p><p class=""canto-ritornello"">O Signore, raccogli i tuoi figli:</br>nella Chiesa i dispersi raduna.</p><p class=""canto-testo"">4. O Signore, quel fuoco di amore,</br>che venisti a portare;</br>nel tuo nome divampi ed accenda,</br>nella Chiesa i fratelli.</p><p class=""canto-ritornello"">O Signore, raccogli i tuoi figli:</br>nella Chiesa i dispersi raduna.</p>"
78;"Come incenso";"<p class=""nome-canto"">78 Come incenso</p><p class=""canto-testo"">1. Come un cervo ricerca l'acqua</br>noi cerchiamo Te, Signor.</br>Come terra deserta ed arsa</br>noi così veniamo a Te.</p><p class=""canto-ritornello"">Come incenso che sale a Te,</br>come mani in preghiera.</br>Come un cantico della sera</br>noi così lodiamo Te. (2 volte)</p><p class=""canto-testo"">2. Come un passero torna al nido</br>noi torniamo a Te Signor.</br>Come notte che attende l'alba</br>noi così attendiamo Te.</p><p class=""canto-ritornello"">Come incenso che sale a Te,</br>come mani in preghiera.</br>Come un cantico della sera</br>noi così lodiamo Te. (2 volte)</p><p class=""canto-testo"">3. Come lampada sempre accesa</br>noi ci offriamo a Te Signor.</br>Come un albero sempre verde</br>noi abbiamo vita in Te.</p><p class=""canto-ritornello"">Come incenso che sale a Te,</br>come mani in preghiera.</br>Come un cantico della sera</br>noi così lodiamo Te. (2 volte)</p>"
79;"Come Maria";"<p class=""nome-canto"">79 Come Maria</p><p class=""canto-testo"">1. Vogliamo vivere, Signore, offrendo a Te la nostra vita.</br>Con questo pane e questo vino accetta quello che noi siamo.</p><p class=""canto-testo"">Vogliamo vivere, Signore, abbandonati alla tua voce.</br>Staccati dalle cose vane, fissati nella vita vera.</p><p class=""canto-ritornello"">Vogliamo vivere come Maria,</br>l'irraggiungibile, la Madre amata,</br>che vince il mondo con l'Amore.</br>E offrire sempre la tua vita che viene dal cielo.</p><p class=""canto-testo"">2. Accetta dalle nostre mani, come un offerta a Te gradita,</br>i desideri d'ogni cuore, le ansie della nostra vita.</p><p class=""canto-testo"">Vogliamo vivere, Signore, accesi dalle tue parole,</br>per riportare in ogni uomo la fiamma viva del tuo amore.</p><p class=""canto-ritornello"">Vogliamo vivere come Maria,</br>l'irraggiungibile, la Madre amata,</br>che vince il mondo con l'Amore.</p><p class=""canto-ritornello"">E offrire sempre la tua vita</br>che viene dal cielo. (2 volte)</p>"
80;"Come Tu mi vuoi";"<p class=""nome-canto"">80 Come Tu mi vuoi</p><p class=""canto-testo"">1. Eccomi Signor, vengo a Te mio re,</br>che si compia in me la tua volontà.</br>Eccomi Signor, vengo a Te mio Dio,</br>plasma il cuore mio e di Te vivrò.</br>Se Tu lo vuoi Signore manda me</br>e il tuo nome annuncerò.</p><p class=""canto-ritornello"">Come Tu mi vuoi io sarò,</br>dove Tu mi vuoi io andrò.</br>Questa vita io voglio donarla a Te</br>per dar gloria al tuo nome mio re.</br>Come Tu mi vuoi io sarò,</br>dove Tu mi vuoi io andrò.</br>Se mi guida il tuo amore paura non ho,</br>per sempre io sarò come Tu mi vuoi.</p><p class=""canto-testo"">2. Eccomi Signor, vengo a Te mio re,</br>che si compia in me la tua volontà.</br>Eccomi Signor, vengo a Te mio Dio,</br>plasma il cuore mio e di Te vivrò.</br>Tra le tue mani mai più vacillerò</br>e strumento tuo sarò.</p><p class=""canto-ritornello"">Come Tu mi vuoi io sarò,</br>dove Tu mi vuoi io andrò.</br>Questa vita io voglio donarla a Te</br>per dar gloria al tuo nome mio re.</br>Come Tu mi vuoi io sarò,</br>dove Tu mi vuoi io andrò.</br>Se mi guida il tuo amore paura non ho,</br>per sempre io sarò come Tu mi vuoi.</p>"
81;"Come un prodigio";"<p class=""nome-canto"">81 Come un prodigio</p><p class=""canto-testo"">1. Signore, Tu mi scruti e conosci.</br>Sai quando seggo e quando mi alzo.</br>Riesci a vedere i miei pensieri,</br>sai quando io cammino e quando riposo.</br>Ti sono note tutte le mie vie.</br>La mia parola non è ancora sulla lingua</br>e Tu, Signore, già la conosci tutta.</p><p class=""canto-ritornello"">Sei Tu che mi hai creato,</br>e mi hai tessuto nel seno di mia madre.</br>Tu mi hai fatto come un prodigio,</br>le tue opere sono stupende</br>e per questo ti lodo.</p><p class=""canto-testo"">2. Di fronte e alle spalle Tu mi circondi,</br>poni su me la tua mano.</br>La tua saggezza, stupenda per me</br>è troppo alta e io non la comprendo.</br>Che sia in cielo o agli inferi ci sei,</br>non si può mai fuggire dalla tua presenza.</br>Ovunque la tua mano guiderà la mia.</p><p class=""canto-ritornello"">Sei Tu che mi hai creato,</br>e mi hai tessuto nel seno di mia madre.</br>Tu mi hai fatto come un prodigio,</br>le tue opere sono stupende</br>e per questo ti lodo.</p><p class=""canto-testo"">3. E nel segreto Tu mi hai formato,</br>mi hai intessuto dalla terra.</br>Neanche le ossa ti eran nascoste,</br>ancora informe mi hanno visto i tuoi occhi.</br>I miei giorni erano fissati</br>quando ancora non ne esisteva uno.</br>E tutto quanto era scritto nel tuo libro.</p><p class=""canto-ritornello"">Sei Tu che mi hai creato,</br>e mi hai tessuto nel seno di mia madre.</br>Tu mi hai fatto come un prodigio,</br>le tue opere sono stupende</br>e per questo ti lodo.</p><p class=""canto-ritornello"">Sei Tu che mi hai creato,</br>e mi hai tessuto nel seno di mia madre.</br>Tu mi hai fatto come un prodigio,</br>le tue opere sono stupende</br>e per questo, per questo ti lodo.</p>"
82;"Come una cerva";"<p class=""nome-canto"">82 Come una cerva</p><p class=""canto-ritornello"">L'anima mia ha sete del Dio vivente,</br>quando vedrò il suo volto?</p><p class=""canto-testo"">1. Come una cerva anela ai corsi delle acque,</br>così la mia anima anela a Te, o Dio.</p><p class=""canto-ritornello"">L'anima mia ha sete del Dio vivente,</br>quando vedrò il suo volto?</p><p class=""canto-testo"">2. La mia anima ha sete di Dio, del Dio vivente.</br>Quando verrò e vedrò il volto di Dio?</p><p class=""canto-ritornello"">L'anima mia ha sete del Dio vivente,</br>quando vedrò il suo volto?</p><p class=""canto-testo"">3. Le lacrime sono il mio pane di giorno e di notte,</br>mentre dicono a me tutto il giorno: Dov'è il tuo Dio?</p><p class=""canto-ritornello"">L'anima mia ha sete del Dio vivente,</br>quando vedrò il suo volto?</p><p class=""canto-testo"">4. Questo io ricordo e rivivo nell'anima mia:</br>procedevo in uno splendido corteo verso la casa di Dio.</p><p class=""canto-ritornello"">L'anima mia ha sete del Dio vivente,</br>quando vedrò il suo volto?</p><p class=""canto-testo"">5. Perché ti abbatti anima mia, perché ti agiti in me?</br>Spera in Dio: ancora l'esalterò, mia salvezza e mio Dio.</p><p class=""canto-ritornello"">L'anima mia ha sete del Dio vivente,</br>quando vedrò il suo volto?</p><p class=""canto-testo"">6. Sia gloria al Padre, al Figlio e allo Spirito Santo,</br>a chi era, è, e sarà nei secoli il Signore.</p><p class=""canto-ritornello"">L'anima mia ha sete del Dio vivente,</br>quando vedrò il suo volto?</p>"
83;"Come unico pane";"<p class=""nome-canto"">83 Come unico pane</p><p class=""canto-testo"">1. Come unico pane anche noi qui formiamo un solo corpo.</br>Perché tutti mangiamo il pane vivo di Cristo.</p><p class=""canto-ritornello"">È questa la vita per noi, è questa la gioia:</br>il vivere uniti con Cristo, facendo la Chiesa.</p><p class=""canto-testo"">2. Per un'unica fede noi crediamo a questa santa cena.</br>E cantiamo all'amore di un Dio fattosi carne.</p><p class=""canto-ritornello"">È questa la vita per noi, è questa la gioia:</br>il vivere uniti con Cristo, facendo la Chiesa.</p><p class=""canto-testo"">3. Siamo quelli di sempre, ma l'amore di Cristo ci trasforma.</br>E vogliamo gridarlo a chi ricerca la pace.</p><p class=""canto-ritornello"">È questa la vita per noi, è questa la gioia:</br>il vivere uniti con Cristo, facendo la Chiesa.</p><p class=""canto-testo"">4. Siamo quelli che ha scelto per portare la vita ai suoi fratelli.</br>Noi saremo la voce di Cristo, Dio e uomo.</p><p class=""canto-ritornello"">È questa la vita per noi, è questa la gioia:</br>il vivere uniti con Cristo, facendo la Chiesa.</p>"
84;"Con cembali e canzoni";"<p class=""nome-canto"">84 Con cembali e canzoni</p><p class=""canto-testo"">1. Lode a Dio che guidò con la sua forza immensa</br>questa donna a salvare Israel.</br>Lodiamo il Signor con cembali e canzoni,</br>celebriamo il suo nome così.</br>Ha parlato e fu fatta la terra e il ciel,</br>la sua voce ancor parlerà.</br>Al suo popolo sempre manderà,</br>quell'amore che lo salverà.</p><p class=""canto-testo"">2. Perché grande sarà chi ama il Signore,</br>guai a chi contro a Lui insorgerà.</br>Innalziamo a Te un grido di salvezza,</br>hai sconfitto il nemico perché.</br>Con potenza mirabile accorri Tu</br>anche quando siam poveri noi.</br>Poca cosa è per Te ogni canto, Signor!</br>Nessun male ha colpito Israel.</p><p class=""canto-testo"">3. Il tuo nome invochiam perché Tu sei il Signore,</br>ora e sempre starai qui con noi.</br>Lodiamo il Signor con cembali e canzoni,</br>celebriamo il suo nome così.</br>La tua voce potente risuonerà</br>in coloro che amano Te.</br>Canteremo perché ogni giorno avrai</br>la tua mano distesa su noi.</p><p class=""canto-testo"">Canteremo perché ogni giorno avrai</br>la tua mano distesa su noi.</p>"
85;"Con Te Gesù";"<p class=""nome-canto"">85 Con Te Gesù</p><p class=""canto-testo"">1. Con Te Gesù raccolti qui sostiamo:</br>crediamo in Te, che sei la verità.</br>Per Te Gesù, rendiamo grazie al Padre;</br>speriamo in Te, immensa bontà.</br>In Te Gesù abbiamo la salvezza,</br>amiamo Te, o Dio con noi.</p><p class=""canto-testo"">2. Un giorno a Te verremo o Signore:</br>l'eternità germoglierà con noi.</br>Verremo a Te, provati dalla vita,</br>ma Tu sarai, salvezza per noi.</br>Sia lode a Te, Signore della vita.</br>Sia lode a Te, o Dio con noi.</p>"
86;"Con un cuore solo";"<p class=""nome-canto"">86 Con un cuore solo</p><p class=""canto-ritornello"">Con un cuore solo cantiamo alla gloria di Dio,</br>con un'anima sola noi diamo lode al Signor.</br>Come incenso salga al cielo oggi questa nostra lode,</br>formiamo un sol corpo in Cristo, il Signor. (2 volte)</p><p class=""canto-testo"">1. Signore, il popolo tuo è riunito</br>Per fare un solo corpo che dia lode a Te.</br>Ogni distanza in Te non ha misura,</br>noi siamo la tua Chiesa, Gesù.</p><p class=""canto-ritornello"">Con un cuore solo cantiamo alla gloria di Dio,</br>con un'anima sola noi diamo lode al Signor.</br>Come incenso salga al cielo oggi questa nostra lode,</br>formiamo un sol corpo in Cristo, il Signor. (2 volte)</p><p class=""canto-testo"">2. Sui tuoi sentieri di pace e amore</br>Noi camminiamo uniti verso Te, Signore.</br>Nella parola tua saremo salvi,</br>rafforza in noi la fede, Gesù.</p><p class=""canto-ritornello"">Con un cuore solo cantiamo alla gloria di Dio,</br>con un'anima sola noi diamo lode al Signor.</br>Come incenso salga al cielo oggi questa nostra lode,</br>formiamo un sol corpo in Cristo, il Signor. (2 volte)</p><p class=""canto-testo"">3. Che il mondo ci riconosca, Signore,</br>dal modo in cui ci ameremo gli uni e gli altri.</br>Nel volto di ogni uomo vediamo</br>La tua presenza viva Gesù.</p><p class=""canto-ritornello"">Con un cuore solo. Con un'anima sola.</br>Cantiamo insieme, insieme.</br>Formiamo un sol corpo, in Cristo il Signore.</br>Cantiamo. Con un'anima sola.</br>Cantiamo insieme, insieme.</br>Formiamo un sol corpo in Cristo, il Signore.</br>Insieme. Cantiamo alla gloria di Dio,</br>con un'anima sola, noi diamo lode al Signor.</br>Come incenso salga al cielo oggi questa nostra lode,</br>formiamo un sol corpo uniti in Cristo, il Signor.</p>"
87;"Cosa offrirti";"<p class=""nome-canto"">87 Cosa offrirti</p><p class=""canto-testo"">1. Cosa offrirti o Dio, cosa posso darti,</br>eccomi son qui davanti a Te.</br>Le gioie ed i dolori, gli affanni di ogni giorno,</br>tutto voglio vivere in Te.</p><p class=""canto-ritornello"">Accetta mio re, questo poco che ho,</br>offro a Te la mia vita.</br>Gioia è per me far la tua volontà,</br>il mio unico bene sei solo Tu, solo Tu.</p><p class=""canto-testo"">2. Vengo a Te mio Dio, apro le mie braccia</br>che la tua letizia riempirà.</br>Rinnova questo cuore perché ti sappia amare</br>e nella tua pace io vivrò.</p><p class=""canto-ritornello"">Accetta mio re, questo poco che ho,</br>offro a Te la mia vita.</br>Gioia è per me far la tua volontà,</br>il mio unico bene sei solo Tu, solo Tu.</p>"
88;"Credo in Te, Signor";"<p class=""nome-canto"">88 Credo in Te, Signor</p><p class=""canto-testo"">1. Credo in Te, Signor, credo in Te:</br>grande è quaggiù il mister, ma credo in Te.</p><p class=""canto-ritornello"">Luce soave, gioia perfetta sei.</br>Credo in Te, Signor, credo in Te.</p><p class=""canto-testo"">2. Spero in Te, Signor, spero in Te:</br>debole sono ognor, ma spero in Te.</p><p class=""canto-ritornello"">Luce soave, gioia perfetta sei.</br>Credo in Te, Signor, credo in Te.</p><p class=""canto-testo"">3. Amo Te, Signor, amo Te:</br>o crocifisso Amor, amo Te.</p><p class=""canto-ritornello"">Luce soave, gioia perfetta sei.</br>Credo in Te, Signor, credo in Te.</p><p class=""canto-testo"">4. Resta con me, Signor, resta con me:</br>pane che dai vigor, resta con me.</p><p class=""canto-ritornello"">Luce soave, gioia perfetta sei.</br>Credo in Te, Signor, credo in Te.</p>"
